Animal,Phase,File,BEH,Status
H2241,P1Allo,H2241_A28_SAM1_events_dlc.csv,H2241_A34_SSS_SW6_PRE2_BEH.flv,Checked
H2241,P1Allo,H2241_A32_SAM1_events_dlc.csv,H2241_A34_SSS_SW6_PRE2_BEH.flv,Checked
H2241,P1Allo,H2241_A33_SAM1_events_dlc.csv,H2241_A34_SSS_SW6_PRE2_BEH.flv,Checked
H2241,P1Allo,H2241_A34_SAM1_events_dlc.csv,H2241_A34_SSS_SW6_PRE2_BEH.flv,Checked
H2235,P1Ego,H2235_E31_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_POS1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_POS1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CTC1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CTC3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CTC4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E28_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E31_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E33_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E34_CTC2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E29_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2241,P2Ego,H2241_E32_POS1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_CTC1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_CHO3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_CHO4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_PRE1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_CHO2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_PRE2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_CHO1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CTR1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_SAM1_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CTR2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_CTR4_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E29_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E30_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E28_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E31_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E32_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E34_SAM2_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2241,P2Ego,H2241_E33_SAM3_events_dlc.csv,H2241_E33_EEE_SW5_SAM_BEH.flv,Checked
H2226,P2Ego,H2226_E29_CHO1_events_dlc.csv,H2226_E33_EEE_SW1_CHO_BEH.flv,Checked
H2234,P1Allo,H2234_A28_SAM2_events_dlc.csv,H2234_A32_POS1_BEH.flv,Checked
H2234,P1Allo,H2234_A28_SAM3_events_dlc.csv,H2234_A32_POS1_BEH.flv,Checked
H2234,P2Ego,H2234_E28_CHO1_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_SAM1_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_SAM2_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_CHO2_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_CHO3_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_CHO4_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2234,P2Ego,H2234_E28_SAM3_events_dlc.csv,H2234_E32_CTR_BEH.flv,Checked
H2231,P1Ego,H2231_E31_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_CHO4_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E31_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_SAM2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO3_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_PRE2_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2231,P1Ego,H2231_E28_CHO1_events_dlc.csv,H2231_E34_SAM_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_POS1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_SAM3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CTR4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO3_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_POS1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO4_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_PRE2_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
H2235,P1Ego,H2235_E32_CHO1_events_dlc.csv,H2235_E31_EEE_SW5_PRE1_BEH.flv,Checked
